V1,V2,V3
P,2,0
AJ,129,1
AJ,58,1
AH,164,1
W,16,3
AJ,48,1
AJ,58,1
AJ,54,1
BV,33,0
BT,63,4
BW,176,0
Y,42,1
AU,54,3
BV,19,3
BH,10,1
X,45,2
Y,29,4
K,7,5
AJ,38,1
AJ,122,3
K,10,1
AH,125,0
BW,167,0
AU,11,3
BW,167,0
AU,14,0
AU,58,0
AU,11,3
X,45,5
BW,3,0
K,2,2
AJ,49,1
D,25,8
AJ,129,1
BO,38,1
BT,43,3
AI,20,0
Y,10,2
BO,18,1
K,3,1
X,24,1
M,16,0
AJ,54,1
BH,18,5
AJ,14,3
BW,95,0
X,45,2
AL,51,0
K,10,1
AJ,52,0
AU,14,1
K,65,5
AQ,20,1
X,9,2
AH,39,0
Y,4,2
BW,96,0
AJ,40,3
K,82,0
AU,58,0
AH,164,1
Y,29,2
AU,11,3
AQ,17,1
K,50,0
AJ,52,0
Y,9,4
X,45,10
L,26,1
K,7,3
AJ,58,1
BO,52,1
BT,54,2
BH,18,5
K,65,5
AL,16,0
BW,3,0
BT,69,5
BW,168,1
Y,1,1
Y,34,1
AN,11,3
AR,1,1
AU,40,0
P,36,0
X,12,4
BW,166,0
M,18,1
BF,36,3
BV,19,4
K,7,1
BW,36,1
X,24,8
Q,22,3
R,23,7
AJ,48,1
K,34,0
AV,10,1
BW,160,1
AJ,58,2
AU,49,0
BT,63,7
AH,69,0
AJ,38,1
BH,18,10
AJ,43,0
O,10,3
AJ,40,2
Y,32,1
BW,115,0
AR,16,0
Y,29,2
Y,9,0
K,7,4
BW,167,0
BW,3,0
BW,157,1
Y,32,0
AJ,29,3
AL,88,0
AJ,35,0
BW,95,0
N,7,0
BW,176,0
BU,35,2
AJ,59,1
K,7,3
AN,7,4
L,49,1
AQ,17,1
R,20,3
AJ,17,1
AJ,52,0
AH,70,0
AI,4,0
BH,18,5
L,26,2
BF,36,0
K,7,3
AJ,121,1
Y,34,1
BT,72,2
O,10,5
BW,95,0
BW,167,0
BP,23,0
AU,58,0
Q,22,3
BW,42,0
X,45,2
AQ,17,1
AJ,7,1
L,26,1
M,13,2
AU,14,2
BW,115,0
R,20,3
I,15,0
P,1,0
BW,3,0
M,16,0
AJ,122,2
X,45,10
AO,1,3
AJ,52,1
K,7,3
X,24,8
BH,18,2
AJ,129,1
K,7,3
R,17,3
BO,38,1
BW,3,0
BW,166,0
BW,167,0
AO,7,6
K,7,1
BW,126,0
D,25,9
L,29,5
BU,29,1
BU,1,1
AR,36,0
X,24,9
AJ,29,3
X,45,8
W,16,5
BZ,33,1
W,20,2
AR,16,0
BO,38,2
Y,9,4
Q,36,3
Y,42,1
AO,1,3
BW,112,0
AJ,58,3
Y,10,0
AJ,42,0
AJ,14,1
AU,14,0
AJ,129,1
BP,17,0
AJ,77,2
K,7,1
BT,49,1
AR,41,2
Q,22,3
W,28,0
AR,2,2
K,82,2
X,9,2
K,7,5
AH,118,0
Y,34,1
BZ,16,1
P,34,0
BW,13,1
K,7,3
AI,23,0
K,76,1
AU,14,0
J,6,0
X,38,0
K,65,3
AU,11,3
D,25,9
BW,40,1
AJ,17,1
AX,4,1
AU,54,1
BP,8,0
AJ,122,3
BW,156,0
BT,69,5
AU,14,0
BT,43,2
BO,35,0
Y,42,2
L,26,1
K,75,0
AU,8,0
K,7,0
I,14,4
BT,29,0
D,6,1
BW,167,0
X,45,8
X,45,5
X,45,8
BW,155,0
AH,81,0
Q,43,3
K,3,2
AL,16,0
Y,42,2
BT,43,4
AJ,76,2
D,6,2
BZ,2,1
BF,36,0
AO,7,6
BO,36,1
AQ,17,1
BW,157,1
BO,38,1
W,3,6
AJ,52,0
O,23,1
K,7,3
K,13,2
BH,20,8
AJ,29,3
BW,49,1
AR,35,0
L,29,1
K,34,3
Q,43,3
W,16,3
X,9,2
BO,38,1
BW,95,0
Y,32,3
AU,58,0
AH,50,1
BW,176,0
BW,43,0
K,77,1
W,16,5
X,19,3
BW,132,0
BO,3,2
AO,7,6
AZ,26,5
Q,43,3
Y,34,0
K,75,0
AX,1,1
BV,8,3
AJ,48,1
BU,38,6
N,17,0
W,16,3
BW,176,0
P,2,0
D,20,0
BO,36,3
K,51,0
BF,22,0
J,10,2
W,28,0
AI,2,0
AU,51,2
AU,40,0
BV,24,2
K,92,3
BT,63,5
AH,68,0
X,38,5
L,29,1
X,45,2
Y,9,0
K,78,2
W,4,6
BT,31,0
X,45,10
AY,30,1
M,16,1
Y,34,3
K,7,1
AU,34,0
BY,13,1
Y,9,3
AQ,19,2
K,7,5
AH,7,0
M,16,0
Q,3,3
X,24,3
K,3,1
BW,167,0
R,7,4
Y,9,3
P,36,0
Q,36,1
K,60,0
BT,73,1
AU,25,0
Y,34,0
AH,7,0
BW,176,0
AU,49,0
BO,38,6
AU,11,2
BW,43,0
BW,112,0
AU,58,0
AO,1,3
Y,34,0
L,20,2
K,53,4
K,3,2
AJ,58,2
K,66,2
K,65,5
BW,112,0
BO,47,1
N,8,0
BW,36,2
BW,168,1
AU,11,3
M,16,1
AZ,26,2
AU,58,0
AN,2,1
AL,5,0
AU,11,3
AJ,122,3
W,4,4
R,20,3
X,45,10
BV,24,2
AH,119,0
AU,49,0
Y,10,0
O,2,1
L,14,2
AJ,9,1
AO,7,6
J,6,1
K,7,4
W,28,5
X,24,10
M,16,1
BB,11,1
K,7,1
L,49,1
K,65,5
BV,24,3
Y,42,2
AJ,40,0
K,46,1
BO,38,1
AQ,20,0
Y,21,3
M,16,1
D,6,2
AF,24,3
AJ,54,2
AL,33,0
Y,42,3
K,7,1
L,26,1
BW,3,0
AO,7,1
X,24,10
L,49,1
NA,NA,NA
BW,3,0
X,45,8
AH,119,0
M,16,2
AJ,29,3
Y,32,1
AO,28,0
AJ,42,0
K,11,2
X,9,4
K,78,2
K,7,3
X,49,2
AH,119,0
AU,14,1
BW,76,0
Y,10,0
BW,96,0
BW,176,0
AJ,54,1
AN,12,0
Q,3,3
BW,176,0
W,16,3
P,23,0
W,3,4
X,45,9
BW,166,0
BY,13,1
BV,17,4
BO,36,3
R,19,0
K,7,5
AR,35,0
K,60,0
X,45,2
W,16,5
AJ,49,1
AJ,5,1
W,28,4
AU,11,3
K,35,0
AJ,129,1
BO,38,1
M,18,2
BO,60,1
K,7,3
AL,46,0
BO,66,1
BH,30,4
AU,14,1
BW,157,1
W,16,3
K,62,3
Y,32,0
BO,38,2
AN,2,1
W,16,1
AU,35,0
W,16,3
K,7,0
K,7,5
K,7,3
K,7,2
AJ,129,0
K,7,0
Y,32,0
L,49,1
K,65,5
AJ,40,0
Y,10,2
BW,96,0
BW,112,0
K,61,0
Y,4,2
AF,8,1
BU,20,0
Q,22,4
BU,36,2
K,65,3
BP,6,0
X,38,7
AJ,54,1
Y,4,2
Y,34,0
AJ,58,2
K,3,5
BH,12,2
AQ,17,2
BH,18,6
P,2,0
Y,32,0
W,4,6
BO,36,3
K,61,1
AO,28,0
W,3,4
L,20,2
P,30,0
Q,22,4
Y,36,0
AO,1,3
BW,17,1
K,10,2
AQ,17,1
P,18,0
Y,9,1
AR,41,1
BU,5,0
L,28,5
BW,160,1
AJ,40,3
BV,8,1
BT,11,0
BW,58,0
P,24,0
AJ,123,3
AU,14,0
AJ,40,3
AL,5,0
BV,24,2
AJ,43,0
AR,41,1
AU,35,0
BW,157,1
AZ,1,1
W,28,8
BO,36,0
K,80,1
AJ,17,1
AH,7,0
BW,36,1
K,2,1
X,45,8
K,35,4
AQ,32,0
AO,7,6
AJ,54,1
AJ,112,4
BO,36,3
O,11,4
BW,115,0
AJ,58,2
AU,54,0
X,9,2
K,39,0
AJ,40,3
BW,166,0
AJ,52,0
BP,6,0
BW,95,0
BW,107,0
BW,96,0
Y,34,0
AU,54,2
W,16,3
AJ,40,3
K,7,3
AJ,112,1
Y,34,0
AU,54,2
Y,29,0
BW,167,0
AZ,33,0
BZ,36,1
AJ,121,1
K,92,3
K,82,0
AU,14,0
BO,52,1
X,38,5
BO,36,0
AJ,64,1
L,49,0
K,7,5
AH,148,1
AO,7,1
AU,27,0
BV,33,0
BW,42,0
BO,36,3
L,49,0
AO,7,4
X,38,5
AJ,122,3
AI,20,0
BW,112,0
AU,58,0
X,9,4
AJ,29,2
AJ,9,1
AJ,40,0
AU,14,1
Y,38,2
BW,49,1
W,16,5
BV,9,0
L,29,1
K,7,5
AV,10,0
AH,81,1
Y,32,0
AJ,52,0
W,16,3
I,29,1
BW,81,1
AJ,48,1
X,24,1
AX,4,1
BW,96,0
Y,10,2
BW,92,0
AU,14,1
BW,95,0
X,12,4
AU,49,0
Y,29,0
K,7,6
BW,95,0
K,7,0
Y,34,0
Q,3,3
K,60,0
K,86,2
AJ,49,1
L,29,1
O,10,3
P,24,0
AI,17,0
BT,63,4
X,24,1
Y,34,1
Y,29,0
BO,38,1
N,17,0
W,16,3
P,2,0
AJ,40,3
M,18,2
AJ,58,2
AU,54,1
Y,42,2
X,38,0
AJ,129,1
K,60,0
X,24,3
L,29,1
K,7,2
AU,11,2
Y,32,1
I,33,1
AH,8,1
M,16,1
BW,115,0
P,35,0
AO,1,1
BY,4,4
AN,16,0
AR,41,1
AU,11,2
AU,25,0
AJ,122,3
BO,38,0
BW,115,0
K,7,3
AU,14,2
L,49,1
BW,54,0
Q,22,4
Y,29,2
AU,11,3
R,20,6
AJ,58,2
X,45,2
Q,22,4
Q,43,3
BO,15,1
BO,52,1
AU,11,3
AU,27,0
AU,40,0
X,45,2
BW,167,0
L,28,1
X,45,10
O,23,0
X,45,10
BW,156,0
X,38,0
AL,14,0
BW,115,0
AU,14,0
Y,29,0
AR,41,1
BU,1,0
Q,3,2
K,7,1
AQ,20,1
BO,38,4
AJ,123,2
AJ,58,1
Y,10,2
Y,34,0
X,52,1
K,7,3
AJ,29,3
Y,10,0
K,61,0
AH,125,0
Q,22,4
O,19,0
BH,18,5
M,18,1
M,16,1
AI,4,0
AU,14,1
BW,164,1
Y,9,0
BW,36,2
AU,11,3
X,12,4
K,2,4
BH,11,3
AO,6,1
AO,7,1
L,29,1
AU,11,0
AJ,77,1
Y,9,1
AU,14,1
W,16,5
K,65,3
AJ,129,1
BW,178,0
BH,29,5
AU,14,0
AJ,129,0
AH,164,0
AU,54,1
K,7,1
K,61,0
Y,10,0
R,27,7
K,92,3
X,24,3
W,28,7
K,80,0
Q,3,3
BU,38,3
AQ,14,3
AJ,129,3
BH,29,6
K,50,1
X,24,10
BW,49,1
BW,96,0
AR,1,1
X,38,5
X,45,10
BB,3,0
BW,115,0
AW,1,0
AU,14,0
K,7,3
R,30,12
BO,32,1
L,14,0
W,28,8
AL,6,0
R,30,12
BW,157,2
K,7,3
O,10,5
Y,34,1
BU,36,3
W,28,1
AO,20,2
BW,156,0
O,10,3
AU,14,0
BO,38,3
AJ,29,1
Y,5,1
Q,22,4
X,45,2
K,7,3
Y,9,3
W,28,6
AU,11,3
AJ,58,3
AR,1,1
Y,42,1
I,14,0
AL,14,0
AL,42,0
BT,50,3
BO,47,1
K,7,3
K,52,1
BW,49,0
BO,38,1
K,7,2
AJ,52,0
AX,4,0
W,4,4
P,2,0
M,16,2
AZ,22,0
AJ,40,2
AO,7,13
AH,70,0
BO,72,1
Y,9,0
BV,24,2
K,7,5
BT,43,5
BF,10,2
AY,37,1
M,18,1
R,18,2
K,50,1
AJ,122,3
AJ,59,1
AJ,52,1
AJ,76,2
W,3,4
BW,40,1
AJ,35,1
AU,11,2
AU,11,3
BV,3,2
X,38,1
AU,58,0
Y,32,0
AH,81,1
K,7,0
AN,11,3
BH,18,2
AH,106,0
K,75,0
BW,58,0
AU,58,0
BW,163,1
X,24,9
AO,1,10
AI,23,0
BW,131,0
X,24,3
R,32,10
K,51,0
AJ,44,0
BO,36,0
AJ,58,2
AU,34,0
AC,1,1
BW,156,1
AL,33,0
AU,14,0
BW,57,0
Q,22,3
BO,35,6
X,24,8
X,19,2
BB,3,0
BZ,14,1
BW,48,1
Q,40,2
BT,54,2
BW,167,0
L,29,1
W,16,5
K,81,0
BO,35,2
BW,157,1
BT,63,7
Y,34,0
D,6,1
Y,10,0
X,12,4
Y,29,0
AU,14,1
BO,44,2
BW,81,1
R,30,14
X,45,8
K,15,1
BO,38,1
BO,38,1
Y,32,2
K,80,2
Y,29,2
AH,76,1
AN,2,1
BW,95,0
M,16,1
L,29,1
BU,5,0
Y,34,0
BW,156,0
Y,42,1
Q,22,4
BV,24,3
BF,36,4
X,45,8
M,16,1
AH,119,0
BH,18,5
P,34,0
AH,35,1
AX,4,0
K,81,2
AR,17,1
K,3,2
L,14,0
AU,35,0
AJ,52,1
Q,3,1
BW,156,0
AJ,129,0
BW,126,0
AJ,40,2
AH,8,1
AH,101,0
AH,168,1
D,25,9
BP,8,0
K,86,3
X,45,10
AJ,122,3
BT,69,8
AJ,7,1
AU,11,2
AQ,17,1
K,7,5
L,26,1
AU,58,0
AJ,54,1
AO,7,6
L,49,0
Y,34,1
AJ,42,0
W,16,3
BV,20,3
K,82,0
AJ,29,2
AU,11,3
R,18,2
AJ,58,1
BV,8,1
AJ,1,1
R,30,12
Y,32,0
AL,69,0
AJ,40,0
K,2,2
BW,168,1
P,36,0
BZ,16,1
W,28,7
M,13,2
Y,34,0
AF,24,1
BO,52,1
D,6,2
AQ,39,0
K,34,4
AJ,9,1
BW,163,1
BW,42,0
AJ,122,3
AO,7,6
AJ,49,1
Y,34,3
P,35,0
X,24,9
AR,41,1
BO,38,3
BF,36,7
D,25,9
BO,47,1
K,7,3
AQ,17,2
K,78,2
P,33,0
X,45,8
AR,5,1
Q,22,4
AJ,49,1
BV,20,3
AU,14,0
X,12,4
AQ,17,1
AL,41,0
AJ,42,0
W,16,3
R,30,12
BT,63,4
X,24,3
AU,11,3
L,29,1
AN,12,0
AO,20,2
Y,36,0
X,38,0
X,24,10
AJ,58,1
BO,36,0
AQ,20,1
Y,10,0
Z,31,0
BZ,14,1
K,7,5
L,26,1
X,45,10
AJ,35,0
AU,11,0
AU,14,1
Y,29,2
AO,7,4
AY,30,3
X,45,8
W,4,4
BO,35,5
AY,26,3
AJ,38,1
AJ,35,0
W,16,3
K,40,3
BH,7,2
Y,36,0
W,16,5
K,7,0
BW,115,0
AO,7,13
X,45,10
K,7,0
D,21,0
X,38,7
AH,101,0
K,39,0
X,24,3
AJ,49,1
K,66,2
BW,157,1
AU,26,1
AO,1,10
BT,43,3
AJ,129,1
BU,38,6
X,3,3
BP,15,0
BO,35,0
Y,32,2
M,18,1
L,20,2
R,30,12
BW,79,2
K,58,0
AJ,40,1
AH,6,1
K,7,7
Y,29,0
BP,23,0
X,24,1
D,25,6
AL,14,0
K,78,2
K,74,0
BT,43,3
BF,10,0
X,3,5
AJ,52,0
BT,43,3
AU,14,1
L,29,1
AJ,58,2
AO,1,1
X,45,10
Y,9,1
AJ,122,3
R,23,7
K,7,3
AU,58,0
D,21,0
AO,1,8
Z,38,0
R,23,10
AJ,29,3
AJ,58,2
BO,38,1
K,7,0
Y,4,0
AJ,59,2
W,16,4
K,60,0
J,4,0
Y,29,0
BY,13,2
AJ,42,0
BH,18,7
AJ,52,1
AL,33,0
AJ,35,0
AX,4,1
BW,115,0
Y,9,0
W,28,4
AU,14,1
R,17,3
AJ,48,1
I,3,2
W,16,5
X,49,6
AJ,49,1
BT,11,1
BV,24,2
AJ,129,1
AV,10,2
R,30,12
BW,17,1
BO,36,0
P,33,0
AU,14,0
W,16,5
AW,1,0
AJ,129,3
AO,7,6
BW,95,0
AU,35,0
K,81,2
AJ,129,0
AJ,40,0
G,8,0
AJ,58,2
BO,44,2
BO,35,2
AJ,52,0
Y,34,1
R,20,3
AU,49,0
BW,95,0
K,13,4
BV,19,4
K,10,3
W,2,4
BQ,6,0
AC,4,2
L,29,1
K,82,0
BW,156,0
AO,1,21
BO,38,2
AJ,38,1
AJ,38,1
BF,36,3
BF,35,1
AJ,54,1
BW,159,1
K,92,3
BW,95,0
AJ,52,0
AN,2,1
AL,18,0
W,4,4
AO,7,6
BW,112,0
BT,69,6
AU,58,0
AU,14,0
X,35,0
BP,23,0
K,60,0
AR,41,1
BO,72,2
L,57,0
AJ,14,1
G,10,1
D,6,2
AH,19,1
AR,14,1
M,16,1
AO,1,7
AH,148,3
K,82,3
X,3,2
BZ,14,1
J,7,1
AU,40,0
AO,25,1
BF,44,1
X,38,7
BV,22,5
AH,19,1
AZ,32,0
W,4,0
BO,47,1
AJ,58,1
AJ,1,1
Y,32,1
X,49,1
BW,167,0
AJ,129,0
L,49,0
AJ,52,0
W,16,5
BF,36,4
Y,10,2
O,10,3
BU,38,4
AU,68,0
R,30,10
AJ,52,0
AJ,122,3
AN,12,0
AO,7,13
X,49,7
K,13,8
R,27,1
P,35,0
AJ,52,0
K,7,4
Y,34,1
N,22,1
AJ,58,1
BZ,11,2
AO,7,1
W,28,4
G,8,3
AJ,48,1
AJ,35,2
X,45,2
BV,8,1
D,6,2
BW,40,1
BW,131,0
BH,18,1
AH,81,0
P,30,0
AJ,58,2
AU,11,3
AJ,49,1
AJ,48,1
AU,68,0
AJ,35,0
Q,3,3
BH,29,5
R,15,0
AJ,52,1
Y,29,5
W,4,4
X,38,0
BW,115,0
AU,11,3
R,24,4
AU,16,0
K,3,4
K,2,1
AV,1,0
Y,34,0
AJ,129,3
AO,1,3
K,11,2
BW,43,0
AU,27,0
Y,9,0
AJ,17,4
AU,54,3
L,28,2
BW,157,1
BO,36,3
W,16,3
BW,42,0
AR,36,0
AN,16,3
I,3,4
W,16,3
AR,14,1
BW,176,0
AR,6,1
AJ,9,1
X,45,10
W,2,5
Y,9,0
AU,14,1
K,61,0
AJ,52,0
R,23,7
AU,14,1
BU,3,1
K,86,3
AJ,52,1
X,24,1
X,38,0
M,18,1
X,45,2
AJ,7,1
K,65,2
X,45,8
AR,3,0
AJ,48,1
Y,4,3
AJ,58,2
AH,70,0
K,79,1
AO,7,6
X,3,3
AJ,123,2
AO,7,6
BZ,16,1
R,30,16
AO,7,7
AO,1,15
BW,3,0
BO,38,4
AV,1,0
K,81,0
D,25,4
M,13,2
K,10,3
AJ,121,1
Y,32,1
P,2,0
BO,32,1
BN,3,0
BT,49,4
K,66,2
K,10,3
AJ,49,1
AQ,17,1
AO,1,3
BO,52,1
W,28,6
M,16,2
Y,10,0
AJ,122,3
Q,22,3
L,26,1
BG,19,1
AU,49,0
BO,53,1
BW,95,0
BW,3,0
K,61,0
AO,7,6
AJ,40,0
W,4,2
AR,1,1
R,27,9
AU,11,0
BO,36,3
AO,1,3
AU,16,0
BW,156,0
X,45,8
AX,1,1
AH,15,1
AJ,52,1
W,16,5
AH,6,1
R,27,7
P,24,0
BO,47,1
W,2,0
AU,2,1
AJ,123,1
BO,38,6
AJ,58,2
K,7,3
AU,11,3
AH,50,0
BO,36,0
Y,34,0
W,16,5
AU,14,0
AJ,76,1
AV,10,2
BF,44,3
Z,39,0
BV,8,1
Y,42,0
K,7,0
Y,10,0
BB,6,1
X,45,8
R,20,3
X,38,0
AH,39,0
R,30,12
W,28,0
BP,17,0
BT,72,2
Y,29,0
O,23,1
K,13,4
BP,17,0
K,7,1
BT,46,1
AJ,58,2
W,28,7
Q,22,4
BO,44,2
AO,7,10
AN,11,3
AQ,17,1
AH,40,0
K,61,0
AJ,122,3
BW,159,1
BW,168,1
BU,36,3
AJ,14,3
AJ,48,1
AU,14,1
BT,50,3
X,45,10
X,24,9
AU,54,1
J,6,1
K,78,2
W,4,1
AO,28,0
K,86,3
AO,7,6
BW,176,0
D,25,6
AH,70,0
AU,14,1
AU,27,0
AL,42,0
AJ,58,2
K,65,2
I,15,0
K,7,6
D,25,9
K,31,0
K,65,5
X,9,0
AU,34,0
K,60,0
Y,29,0
W,16,5
BH,18,5
K,65,5
AJ,14,3
P,24,0
R,48,5
K,3,2
AJ,29,3
BF,44,1
W,16,3
AJ,35,2
AQ,17,1
AU,54,2
K,61,0
AJ,129,0
BT,69,4
AO,1,10
W,3,3
BT,43,7
AR,3,0
X,24,3
BZ,14,1
X,40,0
X,24,8
BU,35,3
R,23,9
BH,29,7
Q,3,3
P,2,0
W,16,3
L,28,1
X,45,10
AJ,58,2
M,16,1
AR,41,3
X,45,5
K,3,4
AJ,123,3
BT,49,4
K,2,0
K,3,1
AQ,2,1
AU,40,0
L,29,1
K,65,5
BH,18,5
BW,96,0
K,57,1
AJ,35,0
W,16,3
AJ,48,1
BP,18,0
X,24,3
K,7,0
BO,38,3
AH,168,0
AX,4,1
L,35,0
BY,4,2
W,16,6
AJ,58,2
X,9,2
AH,101,0
AH,75,1
AX,4,0
AU,11,3
AU,11,3
BV,3,2
Y,9,1
Y,42,1
BY,4,3
K,93,1
BF,39,0
BZ,27,1
AJ,29,1
BW,96,0
AU,14,0
X,45,2
L,14,0
K,92,1
AJ,43,0
AL,14,0
L,21,1
W,16,6
X,9,4
BW,96,0
AJ,5,1
W,28,5
K,7,5
Y,29,2
X,38,5
W,16,4
AC,1,1
G,10,1
AJ,9,1
AU,14,1
Y,21,2
X,52,1
AH,164,0
AI,17,1
K,7,3
K,81,0
K,61,0
BO,38,1
K,7,2
BF,36,3
Y,1,4
X,21,2
BO,38,2
K,61,0
X,45,2
AR,5,1
K,3,2
BO,38,5
O,10,5
Q,22,3
AU,14,1
Y,9,0
X,24,9
X,24,1
K,2,2
AO,1,10
AJ,14,3
BW,3,0
AU,58,0
BF,36,4
AJ,58,3
Q,3,3
BB,3,0
BW,157,1
AO,7,6
Q,23,1
AZ,28,1
AL,42,0
AN,11,0
BW,95,0
AQ,17,1
Y,9,4
M,16,2
BW,115,0
BW,178,0
W,28,4
BO,52,1
BT,73,2
AJ,129,0
AN,2,0
AR,40,0
AU,11,3
R,48,5
AU,27,0
BW,42,0
AU,14,1
AJ,58,2
AJ,14,3
AU,58,0
AJ,122,3
O,11,3
AU,35,0
BO,35,6
AJ,40,3
P,24,0
W,3,6
K,74,0
AJ,52,0
Y,10,2
AN,2,0
AJ,14,3
L,29,1
AJ,40,2
BO,38,1
AO,7,6
K,7,1
K,2,2
BZ,36,1
AO,1,8
Y,9,3
BW,81,1
Y,11,2
BO,66,1
P,2,0
AJ,89,1
L,42,0
M,13,2
L,29,1
AJ,129,0
K,51,1
AQ,17,2
K,63,1
Y,4,0
AE,2,1
Q,3,1
BO,38,1
BO,38,2
BW,157,1
AR,3,0
BW,167,0
W,28,7
K,50,0
AQ,17,1
AJ,54,1
BH,18,1
AQ,17,1
O,19,0
AU,14,1
AJ,123,3
G,10,2
L,28,2
AH,69,0
AJ,58,2
BW,3,0
Y,10,2
Y,32,4
BW,160,1
K,65,2
W,29,2
AJ,129,3
K,62,3
K,60,0
AF,4,0
AY,17,0
Y,9,0
AJ,49,1
BW,156,0
W,16,3
W,16,4
BF,31,1
BP,15,0
K,31,0
AZ,2,2
W,28,7
AU,11,3
BW,156,0
BW,3,0
W,28,4
AN,11,0
AJ,52,1
BH,18,5
AO,7,6
AY,23,0
AR,36,0
L,59,1
X,45,2
AH,8,1
BO,58,2
X,45,2
BV,8,1
BW,115,0
P,24,0
BA,1,1
AJ,52,0
AN,11,0
X,3,6
L,26,1
AJ,54,1
AU,58,0
BZ,9,0
BO,38,2
AF,15,0
L,57,0
BO,20,1
Y,10,0
AJ,77,1
AQ,17,2
Q,22,4
BF,42,0
R,30,14
K,2,2
AJ,58,3
Y,36,0
BO,71,1
AZ,17,2
AV,9,1
K,65,1
AU,69,0
Y,29,0
Y,22,0
AJ,48,1
AR,25,0
X,52,1
K,7,0
K,7,0
K,7,0
BV,17,4
W,16,5
BO,53,1
AU,14,1
BW,3,0
K,7,6
BO,38,5
Q,22,3
X,9,4
BW,49,1
Y,34,0
K,80,0
AJ,64,1
BW,167,0
BH,20,9
BP,8,0
AU,40,0
AO,11,4
AU,14,0
K,86,3
BW,163,1
BH,18,6
J,4,1
AO,21,1
L,20,2
BH,18,5
W,4,6
AJ,129,0
BW,168,1
AJ,58,2
AO,7,6
BO,53,1
BV,8,1
BH,18,7
AU,11,3
BO,38,3
R,30,12
K,3,4
AI,20,0
AJ,5,1
P,9,0
BW,95,0
K,7,3
K,3,5
Y,4,0
X,45,2
K,7,1
AO,1,8
BF,36,5
AR,40,0
K,7,3
Y,29,0
AH,8,1
Y,2,1
Y,10,0
W,16,3
AU,14,0
K,40,4
K,7,5
BP,18,0
K,81,1
Y,4,3
BW,168,1
AU,54,3
G,8,3
AO,11,1
BF,42,0
AQ,17,1
X,45,2
P,35,0
AR,16,0
AJ,122,2
W,16,3
W,3,4
AY,23,3
BH,18,5
W,4,4
BV,24,2
AU,58,0
BW,115,0
BU,36,3
D,25,6
BO,38,3
K,7,1
Y,32,1
BF,42,0
X,24,8
BW,176,0
AU,49,0
AJ,29,2
BO,52,1
K,65,5
BV,13,0
AR,41,1
BW,40,1
K,7,3
K,79,1
BW,95,0
AO,7,6
X,24,1
L,29,1
R,23,9
W,16,3
K,80,2
AL,33,0
K,13,4
K,34,3
P,2,0
AJ,48,1
P,36,0
AJ,58,2
BV,20,1
AO,7,6
BP,24,0
M,16,2
M,16,2
N,7,0
W,16,3
BW,157,1
BO,38,3
AJ,77,2
X,3,6
R,23,7
BD,3,0
AU,14,0
Z,31,0
AQ,14,2
AJ,58,2
BF,10,2
BW,167,0
BW,43,0
BW,48,0
BW,126,0
Y,10,0
X,45,5
AN,5,0
N,10,1
BU,29,1
K,103,1
D,25,6
D,12,0
BW,3,0
D,25,6
BW,132,0
AU,14,0
BW,60,0
AJ,52,0
K,7,3
X,45,8
Y,10,0
AJ,129,1
Y,32,1
W,16,3
BW,65,1
W,16,5
AJ,129,1
K,47,0
X,38,0
AU,40,0
BV,8,1
Y,4,0
W,28,7
AJ,52,0
BT,63,4
Y,10,0
AJ,77,1
Y,29,0
AH,168,0
BN,3,0
AJ,49,1
AO,25,1
BF,35,2
M,16,2
W,16,3
BW,178,0
BO,35,3
AH,164,0
AJ,54,3
AJ,129,0
AO,11,3
W,28,8
BO,36,0
AQ,31,0
M,16,1
BR,3,1
AU,58,0
BU,20,0
O,19,0
AO,7,6
AO,28,0
AJ,42,0
Q,22,4
X,38,5
AU,11,1
AJ,49,1
AV,10,1
L,29,1
P,2,0
AU,11,2
BO,47,1
BO,15,1
AN,12,0
AV,7,0
K,60,0
K,13,2
BO,44,2
AU,11,3
O,2,1
AJ,122,1
BO,36,3
AJ,48,1
BO,38,3
AI,2,0
M,13,1
AR,41,1
K,34,4
BT,43,4
BF,36,3
I,15,1
AU,43,0
AQ,19,2
BH,18,5
BO,38,2
K,65,5
BW,3,0
K,3,2
AU,11,2
AU,14,2
K,13,4
AU,11,3
W,4,4
BW,115,0
AH,67,0
AJ,40,0
K,79,1
AJ,54,1
R,23,7
AO,7,13
BF,44,2
K,7,0
K,7,4
AH,8,1
AO,7,6
L,28,1
K,103,1
AU,11,3
BW,178,0
X,45,2
Y,34,0
K,7,1
BF,36,3
Y,36,0
R,27,1
BO,38,0
W,28,8
AO,1,7
L,49,1
K,33,0
D,6,2
AJ,58,1
Y,32,0
Y,2,1
K,7,6
AU,11,3
BW,168,1
AU,14,0
AJ,123,2
X,9,4
AJ,129,0
X,25,3
K,62,3
AJ,35,0
AU,27,0
X,45,4
K,50,1
BO,38,1
BU,3,1
BW,96,0
BW,160,1
AQ,39,1
X,45,2
AJ,77,2
AU,58,0
BW,115,0
AJ,122,3
BF,36,2
W,28,8
K,33,0
Q,36,1
AO,1,3
BW,5,1
Y,11,3
BW,96,0
AO,29,1
AJ,52,1
Y,4,2
AU,14,0
X,49,3
W,16,3
AU,11,3
W,16,5
D,25,9
W,16,3
AU,14,2
Z,27,2
Q,22,5
BW,3,0
W,16,3
AJ,129,3
AH,164,0
K,7,4
X,45,8
K,51,0
BT,43,4
AN,12,0
